DTYPE,id,cost,dataEntryString,gpUnit,gpValue,name,rarity,roll,weight,weightUnits,addDamageType,addMultiple,additionalDie,averageDmgPerTurn10K,baseDie,baseMulti,info,mainDamageType,mainDie,mainMultiple,variance,weaponType,meleeWeapon,rangedWeapon
MartialRangeWeapon,3877,450,,2,450.0,Sharp Radiant Heavy Crossbow,2,,18.0,lbs,10,1,0,3.0047,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,1.03443203237521,3,,2
MartialMeleeWeapon,3878,5,,2,5.0,Destroyed Pike,0,,18.0,lbs,2,0,0,3.996,4,1,"Heavy, reach, two-handed",7,3,1,0.000511039753205724,2,10,
SimpleMeleeWeapon,3879,5,,2,5.0,Common Handaxe,1,,2.0,lbs,8,0,0,3.0034,2,1,"Light, thrown (range 20/60)",11,2,1,0.529311436182004,0,3,
SimpleRangeWeapon,3880,625,,2,625.0,Remarkable Poison Shortbow,3,,2.0,lbs,8,2,2,18.0094,2,1,"Ammunition (range 80/320), two-handed",7,3,3,1.88891108310446,1,,2
SimpleMeleeWeapon,3881,9,,2,9.0,Sharp Poison Sickle,2,,2.0,lbs,8,1,0,2.9941,1,1,Light,11,1,1,1.10701080955096,0,8,
MartialRangeWeapon,3882,1850,,2,1850.0,Mastercrafted Bludgeoning Heavy Crossbow,3,,18.0,lbs,1,3,0,8.9912,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.51307648990016,3,,2
SimpleRangeWeapon,3883,625,,2,625.0,Magic Infused Poison Light Crossbow,3,,5.0,lbs,8,2,3,22.928,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.14238088514036,1,,0
SimpleRangeWeapon,3884,25,,2,25.0,Worthless Light Crossbow,0,,5.0,lbs,7,0,0,3.0213,3,1,"Ammunition (range 80/320), loading, two-handed",7,2,1,0.00397277717583128,1,,0
SimpleRangeWeapon,3885,45,,0,0.00449999988632044,Sharp Necrotic Dart,2,,0.25,lbs,6,1,0,2.9884,1,1,"Finesse, thrown (range 20/60)",7,1,1,1.08100024579372,1,,1
MartialMeleeWeapon,3886,10,,2,10.0,Destroyed Lance,0,,6.0,lbs,0,0,0,5.0369,5,1,"Reach, special",7,4,1,0.000738674801000508,2,6,
SimpleMeleeWeapon,3887,125,,2,125.0,Unyeilding Poison Javelin,3,,2.0,lbs,8,2,1,12.01,2,1,Thrown (range 30/120),7,3,2,1.33876031531771,0,4,
SimpleRangeWeapon,3888,5,,0,0.000499999987368938,Dingy Dart,0,,0.25,lbs,11,0,0,1.0,1,1,"Finesse, thrown (range 20/60)",7,0,1,0.0083404187807552,1,,1
MartialRangeWeapon,3889,10,,2,10.0,Normal Blowgun,1,,1.0,lbs,8,0,0,1.0,0,1,"Ammunition (range 25/100), loading",7,0,1,0.353068129675049,3,,0
SimpleRangeWeapon,3890,1,,1,0.00999999977648258,Rusty Sling,0,,0.0,lbs,8,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00262964715956599,1,,3
MartialMeleeWeapon,3891,15,,2,15.0,Rusty Morningstar,0,,4.0,lbs,7,0,0,2.9837,3,1,-,7,2,1,0.00836088710491866,2,9,
MartialMeleeWeapon,3892,135,,2,135.0,Exceptional Slashing Warhammer,2,,2.0,lbs,11,1,2,6.992,3,1,Versatile (1d10),1,3,1,0.81637818120208,2,16,
MartialMeleeWeapon,3893,15,,2,15.0,Functional Longsword,1,,3.0,lbs,10,0,0,4.035,3,1,Versatile (1d10),11,3,1,0.428394454016379,2,7,
SimpleMeleeWeapon,3894,34,,1,0.339999992400408,Uncommon Fire Quarterstaff,2,,4.0,lbs,3,2,1,11.9637,2,1,Versatile (1d8),1,3,2,1.33697395294375,0,7,
SimpleRangeWeapon,3895,25,,2,25.0,Not Junk Shortbow,1,,2.0,lbs,1,0,0,3.0062,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.379628098967967,1,,2
SimpleRangeWeapon,3896,625,,2,625.0,Unnaturally Sharp Bludgeoning Light Crossbow,3,,5.0,lbs,1,2,3,23.0257,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,1.99886168397662,1,,0
MartialMeleeWeapon,3897,10,,2,10.0,Worthless Flail,0,,2.0,lbs,5,0,0,3.0154,3,1,-,1,2,1,0.00166349885387948,2,1,
MartialRangeWeapon,3898,850,,2,850.0,Nice Slashing Heavy Crossbow,2,,18.0,lbs,11,2,0,8.0078,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.23714416921673,3,,2
MartialMeleeWeapon,3899,20,,2,20.0,Trash Halberd,0,,6.0,lbs,8,0,0,4.0088,4,1,"Heavy, reach, two-handed",11,3,1,0.0053454178551572,2,5,
MartialRangeWeapon,3900,850,,2,850.0,Valuable Piercing Heavy Crossbow,2,,18.0,lbs,7,2,0,7.9973,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.29396031176829,3,,2
MartialMeleeWeapon,3901,375,,2,375.0,Unnaturally Sharp Slashing Morningstar,3,,4.0,lbs,11,2,3,23.0283,3,1,-,7,4,3,2.03321971590494,2,9,
MartialRangeWeapon,3902,50,,2,50.0,Scrap Longbow,0,,2.0,lbs,6,0,0,1.0,1,1,"Ammunition (range 150/600), heavy, two-handed",7,0,1,0.00645461254261781,3,,3
MartialMeleeWeapon,3903,15,,2,15.0,Dingy Warhammer,0,,2.0,lbs,4,0,0,3.0015,3,1,Versatile (1d10),1,2,1,0.00500133016209792,2,16,
SimpleRangeWeapon,3904,9,,1,0.0899999979883432,Pointy Radiant Sling,2,,0.0,lbs,10,1,0,2.9991,1,1,Ammunition (range 30/120),1,1,1,1.09416227533311,1,,3
MartialRangeWeapon,3905,9,,2,9.0,Exceptional Force Net,2,,3.0,lbs,4,1,0,3.0042,1,1,"Special, thrown (range 5/15)",,1,1,1.08239769809027,3,,4
MartialMeleeWeapon,3906,20,,2,20.0,Dull Glaive,1,,6.0,lbs,3,0,0,4.9931,4,1,"Heavy, reach, two-handed",11,4,1,0.404677115254335,2,2,
SimpleRangeWeapon,3907,25,,2,25.0,Normal Light Crossbow,1,,5.0,lbs,9,0,0,4.0157,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.4748154501243,1,,0
SimpleMeleeWeapon,3908,125,,2,125.0,Unnaturally Sharp Thunder Javelin,3,,2.0,lbs,12,2,2,18.0078,2,1,Thrown (range 30/120),7,3,3,2.00712680051278,0,4,
MartialMeleeWeapon,3909,15,,2,15.0,Junk Warhammer,0,,2.0,lbs,6,0,0,2.973,3,1,Versatile (1d10),1,2,1,0.00609317491266669,2,16,
MartialRangeWeapon,3910,450,,2,450.0,Exceptional Radiant Longbow,2,,2.0,lbs,10,1,0,3.004,1,1,"Ammunition (range 150/600), heavy, two-handed",7,1,1,0.818162952488936,3,,3
SimpleMeleeWeapon,3911,9,,1,0.0899999979883432,Uncommon Poison Club,2,,2.0,lbs,8,1,0,3.0101,1,1,Light,1,1,1,1.17512611360371,0,0,
SimpleMeleeWeapon,3912,2,,1,0.0199999995529652,Common Greatclub,1,,10.0,lbs,0,0,0,4.0286,3,1,Two-handed,1,3,1,0.425887327586971,0,2,
MartialRangeWeapon,3913,675,,2,675.0,Fine Piercing One Handed Crossbow,2,,3.0,lbs,7,1,0,3.0143,1,1,"Ammunition (range 30/120), light, loading",7,1,1,1.02488646004875,3,,1
SimpleMeleeWeapon,3914,5,,2,5.0,Normal Javelin,1,,2.0,lbs,9,0,0,2.9991,2,1,Thrown (range 30/120),7,2,1,0.418436965906763,0,4,
MartialMeleeWeapon,3915,555,,2,555.0,Magic Infused Force Longsword,3,,3.0,lbs,4,3,2,18.9535,3,1,Versatile (1d10),11,4,2,1.42181394870627,2,7,
MartialMeleeWeapon,3916,125,,2,125.0,Unnaturally Sharp Fire War Pick,3,,2.0,lbs,3,2,3,23.0436,3,1,-,7,4,3,2.21895051764934,2,15,
SimpleRangeWeapon,3917,125,,0,0.0124999996842234,Unyeilding Bludgeoning Dart,3,,0.25,lbs,1,2,1,13.0092,1,1,"Finesse, thrown (range 20/60)",7,2,3,2.14168707078133,1,,1
SimpleRangeWeapon,3918,1,,1,0.00999999977648258,Unexceptional Sling,1,,0.0,lbs,0,0,0,1.9977,1,1,Ammunition (range 30/120),1,1,1,0.569625236638734,1,,3
MartialRangeWeapon,3919,1250,,2,1250.0,Rare Necrotic Longbow,3,,2.0,lbs,6,2,1,12.9903,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,1.81084087246697,3,,3
SimpleRangeWeapon,3920,9,,1,0.0899999979883432,Sharp Piercing Sling,2,,0.0,lbs,7,1,0,2.9972,1,1,Ammunition (range 30/120),1,1,1,0.9741785235971,1,,3
SimpleRangeWeapon,3921,1,,1,0.00999999977648258,Functional Sling,1,,0.0,lbs,1,0,0,2.0,1,1,Ammunition (range 30/120),1,1,1,0.364563870793943,1,,3
MartialMeleeWeapon,3922,370,,2,370.0,Unyeilding Acid Lance,3,,6.0,lbs,0,3,4,34.9442,5,1,"Reach, special",7,6,2,1.46849561284359,2,6,
MartialMeleeWeapon,3923,75,,2,75.0,Common Bludgeoning Longsword,1,,3.0,lbs,1,1,1,6.0315,3,1,Versatile (1d10),11,3,1,0.600212942445788,2,7,
SimpleRangeWeapon,3924,625,,2,625.0,Resonating Psychic Shortbow,3,,2.0,lbs,9,2,2,17.9968,2,1,"Ammunition (range 80/320), two-handed",7,3,3,2.19224764022969,1,,2
MartialMeleeWeapon,3925,510,,2,510.0,Nice Lightning Greataxe,2,,7.0,lbs,5,2,4,29.9662,5,1,"Heavy, two-handed",11,6,2,1.31920892602362,2,3,
SimpleRangeWeapon,3926,25,,2,25.0,Not Junk Light Crossbow,1,,5.0,lbs,3,0,0,3.9709,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.411460160057967,1,,0
SimpleMeleeWeapon,3927,165,,2,165.0,Immortal Bludgeoning Javelin,4,,2.0,lbs,1,2,2,18.004,2,1,Thrown (range 30/120),7,3,3,2.30748987037719,0,4,
MartialMeleeWeapon,3928,660,,2,660.0,Dominating Acid Halberd,4,,6.0,lbs,0,2,4,28.0171,4,1,"Heavy, reach, two-handed",11,5,3,2.34848275008971,2,5,
SimpleRangeWeapon,3929,9,,1,0.0899999979883432,Valuable Fire Sling,2,,0.0,lbs,3,1,0,2.9997,1,1,Ammunition (range 30/120),1,1,1,1.15281329362075,1,,3
SimpleRangeWeapon,3930,125,,0,0.0124999996842234,Resonating Poison Dart,3,,0.25,lbs,8,2,1,12.9926,1,1,"Finesse, thrown (range 20/60)",7,2,3,1.99091153023621,1,,1
SimpleRangeWeapon,3931,425,,2,425.0,Fine Acid Shortbow,2,,2.0,lbs,0,2,1,12.0435,2,1,"Ammunition (range 80/320), two-handed",7,3,2,1.28484315145984,1,,2
MartialMeleeWeapon,3932,10,,2,10.0,Junk Shortsword,0,,2.0,lbs,12,0,0,2.001,2,1,"Finesse, light",7,1,1,0.0075903856516268,2,13,
MartialMeleeWeapon,3933,625,,2,625.0,Resonating Acid Scimitar,3,,3.0,lbs,0,2,2,18.0454,2,1,"Finesse, light",11,3,3,1.95862833563414,2,12,
SimpleMeleeWeapon,3934,18,,2,18.0,Pointy Bludgeoning Dagger,2,,1.0,lbs,1,1,0,2.9999,1,1,"Finesse, light, thrown (range 20/60)",7,1,1,0.940217022068627,0,1,
SimpleRangeWeapon,3935,9,,1,0.0899999979883432,Sharp Force Sling,2,,0.0,lbs,4,1,0,3.0054,1,1,Ammunition (range 30/120),1,1,1,0.850029371476735,1,,3
MartialRangeWeapon,3936,33,,2,33.0,Immortal Bludgeoning Net,4,,3.0,lbs,1,2,1,13.0104,1,1,"Special, thrown (range 5/15)",,2,3,2.23896689557339,3,,4
MartialMeleeWeapon,3937,10,,2,10.0,Dingy Maul,0,,10.0,lbs,9,0,0,1.9954,2,2,"Heavy, two-handed",1,1,1,0.00175379908463289,2,8,
SimpleMeleeWeapon,3938,1,,2,1.0,Destroyed Spear,0,,3.0,lbs,0,0,0,1.9976,2,1,"Thrown (range 20/60), versatile (1d8)",7,1,1,0.00831900743604074,0,9,
SimpleRangeWeapon,3939,185,,0,0.0184999995326507,Unyeilding Bludgeoning Dart,3,,0.25,lbs,1,3,0,8.9662,1,1,"Finesse, thrown (range 20/60)",7,2,2,1.42838362784535,1,,1
MartialRangeWeapon,3940,1875,,2,1875.0,Well Crafted Poison One Handed Crossbow,3,,3.0,lbs,8,2,1,13.0387,1,1,"Ammunition (range 30/120), light, loading",7,2,3,1.98983017946526,3,,1
MartialMeleeWeapon,3941,5,,2,5.0,Broken Trident,0,,4.0,lbs,6,0,0,2.0013,2,1,"Thrown (range 20/60), versatile (1d8)",7,1,1,0.00627334922442749,2,14,
MartialRangeWeapon,3942,17,,2,17.0,Uncommon Piercing Net,2,,3.0,lbs,7,2,0,8.0417,1,1,"Special, thrown (range 5/15)",,2,2,1.30732587395079,3,,4
SimpleMeleeWeapon,3943,9,,2,9.0,Sharp Necrotic Sickle,2,,2.0,lbs,6,1,0,3.0135,1,1,Light,11,1,1,0.952554466222433,0,8,
SimpleMeleeWeapon,3944,1,,2,1.0,Trash Sickle,0,,2.0,lbs,12,0,0,1.0,1,1,Light,11,0,1,0.00919067533953171,0,8,
MartialMeleeWeapon,3945,250,,2,250.0,Remarkable Psychic Flail,3,,2.0,lbs,9,2,3,23.0406,3,1,-,1,4,3,2.02013936244657,2,1,
MartialRangeWeapon,3946,1650,,2,1650.0,Legendary Poison Heavy Crossbow,4,,18.0,lbs,8,2,1,13.0083,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,3,2.47081441150427,3,,2
MartialMeleeWeapon,3947,165,,2,165.0,Fabled Bludgeoning Trident,4,,4.0,lbs,1,2,2,18.0101,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.31711879044138,2,14,
SimpleRangeWeapon,3948,45,,0,0.00449999988632044,Nice Force Dart,2,,0.25,lbs,4,1,0,2.9946,1,1,"Finesse, thrown (range 20/60)",7,1,1,1.02015379444681,1,,1
SimpleMeleeWeapon,3949,5,,2,5.0,Worthless Handaxe,0,,2.0,lbs,3,0,0,1.9983,2,1,"Light, thrown (range 20/60)",11,1,1,0.00907441188377785,0,3,
SimpleRangeWeapon,3950,925,,2,925.0,Well Crafted Radiant Shortbow,3,,2.0,lbs,10,3,1,13.9629,2,1,"Ammunition (range 80/320), two-handed",7,3,2,1.63936036360762,1,,2
MartialMeleeWeapon,3951,1650,,2,1650.0,Heroic Bludgeoning Greatsword,4,,6.0,lbs,1,2,2,22.0062,2,2,"Heavy, two-handed",11,3,4,1.85587733524687,2,4,
SimpleRangeWeapon,3952,825,,2,825.0,Venerable Lightning Light Crossbow,4,,5.0,lbs,5,2,3,23.0657,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.72873783169241,1,,0
MartialRangeWeapon,3953,1650,,2,1650.0,Immortal Acid Heavy Crossbow,4,,18.0,lbs,0,2,1,13.0192,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,3,1.83744460459558,3,,2
MartialMeleeWeapon,3954,165,,2,165.0,One of A Kind Thunder War Pick,4,,2.0,lbs,12,2,3,23.0819,3,1,-,7,4,3,2.53887918436036,2,15,
SimpleMeleeWeapon,3955,9,,1,0.0899999979883432,Pointy Force Club,2,,2.0,lbs,4,1,0,3.0008,1,1,Light,1,1,1,1.11036032252063,0,0,
SimpleMeleeWeapon,3956,125,,2,125.0,Rare Force Javelin,3,,2.0,lbs,4,2,2,17.9863,2,1,Thrown (range 30/120),7,3,3,2.18407277784027,0,4,
SimpleRangeWeapon,3957,225,,2,225.0,Pointy Radiant Shortbow,2,,2.0,lbs,10,1,0,3.9862,2,1,"Ammunition (range 80/320), two-handed",7,2,1,0.792233501217137,1,,2
SimpleRangeWeapon,3958,825,,2,825.0,One of A Kind Bludgeoning Light Crossbow,4,,5.0,lbs,1,2,3,22.9887,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.40823857427316,1,,0
MartialMeleeWeapon,3959,20,,2,20.0,Dull Glaive,1,,6.0,lbs,0,0,0,4.9629,4,1,"Heavy, reach, two-handed",11,4,1,0.363994408081494,2,2,
SimpleRangeWeapon,3960,25,,2,25.0,Regular Light Crossbow,1,,5.0,lbs,7,0,0,4.0352,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.548641383758135,1,,0
SimpleMeleeWeapon,3961,2,,1,0.0199999995529652,Normal Quarterstaff,1,,4.0,lbs,11,0,0,3.0016,2,1,Versatile (1d8),1,2,1,0.584900342469752,0,7,
MartialMeleeWeapon,3962,10,,2,10.0,Destroyed Shortsword,0,,2.0,lbs,1,0,0,2.0072,2,1,"Finesse, light",7,1,1,0.00945485531736217,2,13,
SimpleMeleeWeapon,3963,25,,2,25.0,Mastercrafted Fire Sickle,3,,2.0,lbs,3,2,1,12.9674,1,1,Light,11,2,3,1.97915350644662,0,8,
SimpleMeleeWeapon,3964,9,,2,9.0,Valuable Acid Sickle,2,,2.0,lbs,0,1,0,2.9997,1,1,Light,11,1,1,1.08542660649968,0,8,
MartialMeleeWeapon,3965,20,,2,20.0,Common Halberd,1,,6.0,lbs,8,0,0,4.9739,4,1,"Heavy, reach, two-handed",11,4,1,0.428181612914982,2,5,
MartialMeleeWeapon,3966,20,,2,20.0,Scrap Glaive,0,,6.0,lbs,10,0,0,3.9602,4,1,"Heavy, reach, two-handed",11,3,1,0.00188748398736283,2,2,
SimpleRangeWeapon,3967,1,,1,0.00999999977648258,Regular Sling,1,,0.0,lbs,6,0,0,2.0085,1,1,Ammunition (range 30/120),1,1,1,0.471259728016261,1,,3
MartialRangeWeapon,3968,50,,2,50.0,Dull Longbow,1,,2.0,lbs,8,0,0,2.0035,1,1,"Ammunition (range 150/600), heavy, two-handed",7,1,1,0.355073073898605,3,,3
SimpleMeleeWeapon,3969,9,,1,0.0899999979883432,Exceptional Force Club,2,,2.0,lbs,4,1,0,2.9949,1,1,Light,1,1,1,0.841965582178085,0,0,
SimpleRangeWeapon,3970,25,,2,25.0,Rusty Light Crossbow,0,,5.0,lbs,0,0,0,2.9849,3,1,"Ammunition (range 80/320), loading, two-handed",7,2,1,0.00482822436177541,1,,0
SimpleMeleeWeapon,3971,165,,2,165.0,Dominating Lightning Javelin,4,,2.0,lbs,5,2,2,18.0445,2,1,Thrown (range 30/120),7,3,3,2.96184801024498,0,4,
MartialRangeWeapon,3972,1,,2,1.0,Regular Net,1,,3.0,lbs,8,0,0,2.0132,1,1,"Special, thrown (range 5/15)",,1,1,0.469456395187118,3,,4
MartialMeleeWeapon,3973,90,,2,90.0,Valuable Slashing Shortsword,2,,2.0,lbs,11,1,1,4.9852,2,1,"Finesse, light",7,2,1,1.1727464839834,2,13,
MartialMeleeWeapon,3974,5,,2,5.0,Dingy War Pick,0,,2.0,lbs,6,0,0,2.9866,3,1,-,7,2,1,0.00602917791742801,2,15,
MartialRangeWeapon,3975,2775,,2,2775.0,Remarkable Acid One Handed Crossbow,3,,3.0,lbs,0,3,0,9.0319,1,1,"Ammunition (range 30/120), light, loading",7,2,2,1.53552604400218,3,,1
MartialMeleeWeapon,3976,340,,2,340.0,The Bee Knees Acid Halberd,2,,6.0,lbs,0,2,3,20.049,4,1,"Heavy, reach, two-handed",11,5,2,1.26809459648681,2,5,
SimpleMeleeWeapon,3977,2,,1,0.0199999995529652,Broken Greatclub,0,,10.0,lbs,1,0,0,3.0016,3,1,Two-handed,1,2,1,0.00776050790234742,0,2,
MartialRangeWeapon,3978,2475,,2,2475.0,Famous Acid One Handed Crossbow,4,,3.0,lbs,0,2,1,12.9939,1,1,"Ammunition (range 30/120), light, loading",7,2,3,2.78762158781965,3,,1
SimpleMeleeWeapon,3979,9,,2,9.0,Shiny Thunder Spear,2,,3.0,lbs,12,1,1,4.9879,2,1,"Thrown (range 20/60), versatile (1d8)",7,2,1,1.19632670898855,0,9,
MartialRangeWeapon,3980,50,,2,50.0,Functional Heavy Crossbow,1,,18.0,lbs,9,0,0,1.9767,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.536315898300614,3,,2
MartialRangeWeapon,3981,1250,,2,1250.0,Well Crafted Radiant Longbow,3,,2.0,lbs,10,2,1,12.9726,1,1,"Ammunition (range 150/600), heavy, two-handed",7,2,3,1.84957755896675,3,,3
SimpleRangeWeapon,3982,425,,2,425.0,Nice Force Light Crossbow,2,,5.0,lbs,4,2,2,15.9717,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,2,1.32106382022906,1,,0
MartialRangeWeapon,3983,1875,,2,1875.0,Resonating Bludgeoning One Handed Crossbow,3,,3.0,lbs,1,2,1,12.9353,1,1,"Ammunition (range 30/120), light, loading",7,2,3,1.93349315855831,3,,1
MartialMeleeWeapon,3984,495,,2,495.0,Exalted Radiant Morningstar,4,,4.0,lbs,10,2,3,22.9357,3,1,-,7,4,3,1.92790861144241,2,9,
SimpleRangeWeapon,3985,5,,0,0.000499999987368938,Scrap Dart,0,,0.25,lbs,12,0,0,1.0,1,1,"Finesse, thrown (range 20/60)",7,0,1,0.00430117480728542,1,,1
SimpleRangeWeapon,3986,25,,2,25.0,Useful Light Crossbow,1,,5.0,lbs,9,0,0,4.0053,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.36783445932851,1,,0
SimpleMeleeWeapon,3987,74,,1,0.739999983459711,Unyeilding Force Quarterstaff,3,,4.0,lbs,4,3,1,14.0413,2,1,Versatile (1d8),1,3,2,1.42578415195315,0,7,
MartialRangeWeapon,3988,50,,2,50.0,Scrap Longbow,0,,2.0,lbs,4,0,0,1.0,1,1,"Ammunition (range 150/600), heavy, two-handed",7,0,1,0.00115965821584936,3,,3
MartialMeleeWeapon,3989,625,,2,625.0,Unnaturally Sharp Poison Rapier,3,,2.0,lbs,8,2,3,23.0509,3,1,Finesse,7,4,3,1.98755196906635,2,11,
MartialMeleeWeapon,3990,66,,2,66.0,Mythical Necrotic Whip,4,,3.0,lbs,6,2,1,13.0162,1,1,"Finesse, reach",11,2,3,2.88455489714935,2,17,
SimpleRangeWeapon,3991,25,,1,0.249999994412065,Well Crafted Psychic Sling,3,,0.0,lbs,9,2,0,7.9884,1,1,Ammunition (range 30/120),1,2,2,1.39543293317741,1,,3
MartialMeleeWeapon,3992,10,,2,10.0,Destroyed Lance,0,,6.0,lbs,8,0,0,4.9899,5,1,"Reach, special",7,4,1,0.00682105529156766,2,6,
SimpleRangeWeapon,3993,825,,2,825.0,Immortal Lightning Light Crossbow,4,,5.0,lbs,5,2,3,23.0727,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,3,2.9583656702522,1,,0
SimpleRangeWeapon,3994,625,,2,625.0,Magic Infused Radiant Shortbow,3,,2.0,lbs,10,2,2,18.0028,2,1,"Ammunition (range 80/320), two-handed",7,3,3,2.17831930534071,1,,2
SimpleRangeWeapon,3995,925,,2,925.0,Fuck Yeah this is Rare Bludgeoning Light Crossbow,3,,5.0,lbs,1,3,2,19.0148,3,1,"Ammunition (range 80/320), loading, two-handed",7,4,2,1.65733591242574,1,,0
MartialMeleeWeapon,3996,10,,2,10.0,Scrap Flail,0,,2.0,lbs,8,0,0,2.9755,3,1,-,1,2,1,0.00546462362699929,2,1,
SimpleRangeWeapon,3997,1,,1,0.00999999977648258,Junk Sling,0,,0.0,lbs,2,0,0,1.0,1,1,Ammunition (range 30/120),1,0,1,0.00398874782548102,1,,3
SimpleRangeWeapon,3998,25,,2,25.0,Functional Light Crossbow,1,,5.0,lbs,3,0,0,4.0259,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.489550218081857,1,,0
MartialMeleeWeapon,3999,25,,2,25.0,Worthless Rapier,0,,2.0,lbs,9,0,0,2.9947,3,1,Finesse,7,2,1,0.00303729051719844,2,11,
SimpleMeleeWeapon,4000,2,,1,0.0199999995529652,Destroyed Quarterstaff,0,,4.0,lbs,5,0,0,2.0158,2,1,Versatile (1d8),1,1,1,0.00576739569432959,0,7,
MartialMeleeWeapon,4001,1470,,2,1470.0,Immortal Thunder Greataxe,4,,7.0,lbs,12,3,4,34.9379,5,1,"Heavy, two-handed",11,6,2,1.76603268630802,2,3,
SimpleMeleeWeapon,4002,165,,2,165.0,Outstanding Force Javelin,4,,2.0,lbs,4,2,2,18.0237,2,1,Thrown (range 30/120),7,3,3,1.8391077058483,0,4,
MartialMeleeWeapon,4003,825,,2,825.0,One of A Kind Psychic Rapier,4,,2.0,lbs,9,2,3,22.9791,3,1,Finesse,7,4,3,2.78331978816912,2,11,
MartialMeleeWeapon,4004,165,,2,165.0,Exalted Poison Trident,4,,4.0,lbs,8,2,2,18.0453,2,1,"Thrown (range 20/60), versatile (1d8)",7,3,3,2.09871052017936,2,14,
MartialMeleeWeapon,4005,825,,2,825.0,Legendary Thunder Rapier,4,,2.0,lbs,12,2,3,22.9792,3,1,Finesse,7,4,3,2.9513334477706,2,11,
SimpleMeleeWeapon,4006,34,,1,0.339999992400408,Shiny Force Quarterstaff,2,,4.0,lbs,4,2,1,12.0218,2,1,Versatile (1d8),1,3,2,1.28934703037899,0,7,
MartialMeleeWeapon,4007,10,,2,10.0,Worthless Shortsword,0,,2.0,lbs,3,0,0,1.9971,2,1,"Finesse, light",7,1,1,0.00625442333194738,2,13,
SimpleRangeWeapon,4008,25,,2,25.0,Regular Light Crossbow,1,,5.0,lbs,3,0,0,3.9992,3,1,"Ammunition (range 80/320), loading, two-handed",7,3,1,0.400579057058829,1,,0
MartialMeleeWeapon,4009,15,,2,15.0,Useful Morningstar,1,,4.0,lbs,11,0,0,4.0354,3,1,-,7,3,1,0.4625373330612,2,9,
SimpleMeleeWeapon,4010,85,,2,85.0,Pointy Fire Javelin,2,,2.0,lbs,3,2,1,11.9491,2,1,Thrown (range 30/120),7,3,2,1.29714848706054,0,4,
MartialRangeWeapon,4011,850,,2,850.0,Valuable Force Heavy Crossbow,2,,18.0,lbs,4,2,0,7.9969,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,2,2,1.30522856652007,3,,2
MartialRangeWeapon,4012,25,,2,25.0,Fuck Yeah this is Rare Psychic Net,3,,3.0,lbs,9,2,1,12.981,1,1,"Special, thrown (range 5/15)",,2,3,2.16874151538182,3,,4
SimpleMeleeWeapon,4013,165,,2,165.0,Lionized Force Javelin,4,,2.0,lbs,4,2,2,17.9666,2,1,Thrown (range 30/120),7,3,3,2.89141515287624,0,4,
MartialMeleeWeapon,4014,15,,2,15.0,Functional Longsword,1,,3.0,lbs,5,0,0,4.0078,3,1,Versatile (1d10),11,3,1,0.530691275958648,2,7,
SimpleRangeWeapon,4015,9,,1,0.0899999979883432,The Bee Knees Piercing Sling,2,,0.0,lbs,7,1,0,2.9923,1,1,Ammunition (range 30/120),1,1,1,0.837252537788041,1,,3
MartialMeleeWeapon,4016,1650,,2,1650.0,Immortal Fire Greatsword,4,,6.0,lbs,3,2,2,21.9821,2,2,"Heavy, two-handed",11,3,4,2.55192076935404,2,4,
SimpleRangeWeapon,4017,25,,2,25.0,Rusty Light Crossbow,0,,5.0,lbs,0,0,0,3.005,3,1,"Ammunition (range 80/320), loading, two-handed",7,2,1,0.003929176814111,1,,0
MartialRangeWeapon,4018,2475,,2,2475.0,Immortal Acid One Handed Crossbow,4,,3.0,lbs,0,2,1,13.02,1,1,"Ammunition (range 30/120), light, loading",7,2,3,1.94334907806519,3,,1
MartialRangeWeapon,4019,50,,2,50.0,Not Junk Heavy Crossbow,1,,18.0,lbs,0,0,0,1.9968,1,1,"Ammunition (range 100/400), heavy, loading, two-handed",7,1,1,0.459662103018894,3,,2
